Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
34	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	1.5707963267948966	80.4754074798582
35	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	2.356194490192345	80.4754074798582
36	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.141592653589793	80.4754074798582
37	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.9269908169872414	80.4754074798582
38	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	4.71238898038469	80.4754074798582
39	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	5.497787143782138	80.4754074798582
40	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	2.6179938779914944	6.283185307179586	80.4754074798582
41	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	0.7853981633974483	79.85234145884039
42	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	1.5707963267948966	79.85234145884039
43	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	2.356194490192345	79.85234145884039
44	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.141592653589793	79.85234145884039
45	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.9269908169872414	79.85234145884039
46	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	4.71238898038469	79.85234145884039
47	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	5.497787143782138	79.85234145884039
48	7.5	0.9	150	0.8	0.8	0.5235987755982988	0	3.141592653589793	6.283185307179586	79.85234145884039
49	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	0.7853981633974483	86.96124668178017
50	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	1.5707963267948966	86.96124668178017
51	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	2.356194490192345	86.96124668178017
52	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.141592653589793	86.96124668178017
53	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.9269908169872414	86.96124668178017
54	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	4.71238898038469	86.96124668178017
55	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	5.497787143782138	86.96124668178017
56	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	0.5235987755982988	6.283185307179586	86.96124668178017
57	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	0.7853981633974483	83.34426983674074
58	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	1.5707963267948966	83.34426983674074
59	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	2.356194490192345	83.34426983674074
60	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.141592653589793	83.34426983674074
61	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.9269908169872414	83.34426983674074
62	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	4.71238898038469	83.34426983674074
63	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	5.497787143782138	83.34426983674074
64	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.1229639298659642	6.283185307179586	83.34426983674074
65	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	0.7853981633974483	80.598898601501
66	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	1.5707963267948966	80.598898601501
67	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	2.356194490192345	80.598898601501
68	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.141592653589793	80.598898601501
69	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.9269908169872414	80.598898601501
70	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	4.71238898038469	80.598898601501
71	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	5.497787143782138	80.598898601501
72	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	1.5707963267948966	6.283185307179586	80.598898601501
73	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	0.7853981633974483	78.63357372372253
74	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	1.5707963267948966	78.63357372372253
75	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	2.356194490192345	78.63357372372253
76	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.141592653589793	78.63357372372253
77	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.9269908169872414	78.63357372372253
78	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	4.71238898038469	78.63357372372253
79	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	5.497787143782138	78.63357372372253
80	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.018628723723829	6.283185307179586	78.63357372372253
81	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	0.7853981633974483	76.94949543845364
82	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	1.5707963267948966	76.94949543845364
83	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	2.356194490192345	76.94949543845364
84	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.141592653589793	76.94949543845364
85	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.9269908169872414	76.94949543845364
86	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	4.71238898038469	76.94949543845364
87	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	5.497787143782138	76.94949543845364
88	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	2.6179938779914944	6.283185307179586	76.94949543845364
89	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	0.7853981633974483	76.58213451469081
90	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	1.5707963267948966	76.58213451469081
91	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	2.356194490192345	76.58213451469081
92	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.141592653589793	76.58213451469081
93	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.9269908169872414	76.58213451469081
94	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	4.71238898038469	76.58213451469081
95	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	5.497787143782138	76.58213451469081
96	7.5	0.9	150	0.8	0.8	1.1229639298659642	0	3.141592653589793	6.283185307179586	76.58213451469081
97	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	0.7853981633974483	83.94038048162572
98	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	1.5707963267948966	83.94038048162572
99	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	2.356194490192345	83.94038048162572
100	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.141592653589793	83.94038048162572
101	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.9269908169872414	83.94038048162572
102	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	4.71238898038469	83.94038048162572
103	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	5.497787143782138	83.94038048162572
104	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	0.5235987755982988	6.283185307179586	83.94038048162572
105	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	0.7853981633974483	80.51295567583117
106	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	1.5707963267948966	80.51295567583117
107	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	2.356194490192345	80.51295567583117
108	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.141592653589793	80.51295567583117
109	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.9269908169872414	80.51295567583117
110	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	4.71238898038469	80.51295567583117
111	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	5.497787143782138	80.51295567583117
112	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.1229639298659642	6.283185307179586	80.51295567583117
113	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	0.7853981633974483	76.84942272454226
114	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	1.5707963267948966	76.84942272454226
115	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	2.356194490192345	76.84942272454226
116	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.141592653589793	76.84942272454226
117	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.9269908169872414	76.84942272454226
118	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	4.71238898038469	76.84942272454226
119	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	5.497787143782138	76.84942272454226
120	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	1.5707963267948966	6.283185307179586	76.84942272454226
121	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	0.7853981633974483	74.86687062713466
122	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	1.5707963267948966	74.86687062713466
123	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	2.356194490192345	74.86687062713466
124	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.141592653589793	74.86687062713466
125	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.9269908169872414	74.86687062713466
126	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	4.71238898038469	74.86687062713466
127	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	5.497787143782138	74.86687062713466
128	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.018628723723829	6.283185307179586	74.86687062713466
129	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	0.7853981633974483	73.69116478795335
130	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	1.5707963267948966	73.69116478795335
131	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	2.356194490192345	73.69116478795335
132	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.141592653589793	73.69116478795335
133	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.9269908169872414	73.69116478795335
134	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	4.71238898038469	73.69116478795335
135	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	5.497787143782138	73.69116478795335
136	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	2.6179938779914944	6.283185307179586	73.69116478795335
137	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	0.7853981633974483	73.60587783273242
138	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	1.5707963267948966	73.60587783273242
139	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	2.356194490192345	73.60587783273242
140	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.141592653589793	73.60587783273242
141	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.9269908169872414	73.60587783273242
142	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	4.71238898038469	73.60587783273242
143	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	5.497787143782138	73.60587783273242
144	7.5	0.9	150	0.8	0.8	1.5707963267948966	0	3.141592653589793	6.283185307179586	73.60587783273242
145	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	0.7853981633974483	81.4918750987031
146	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	1.5707963267948966	81.4918750987031
147	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	2.356194490192345	81.4918750987031
148	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.141592653589793	81.4918750987031
149	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.9269908169872414	81.4918750987031
150	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	4.71238898038469	81.4918750987031
151	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	5.497787143782138	81.4918750987031
152	7.5	0.9	150	0.8	0.8	2.018628723723829	0	0.5235987755982988	6.283185307179586	81.4918750987031
153	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	0.7853981633974483	78.17144495683186
154	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	1.5707963267948966	78.17144495683186
155	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	2.356194490192345	78.17144495683186
156	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.141592653589793	78.17144495683186
157	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.9269908169872414	78.17144495683186
158	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	4.71238898038469	78.17144495683186
159	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	5.497787143782138	78.17144495683186
160	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.1229639298659642	6.283185307179586	78.17144495683186
161	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	0.7853981633974483	74.92449073155632
162	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	1.5707963267948966	74.92449073155632
163	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	2.356194490192345	74.92449073155632
164	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.141592653589793	74.92449073155632
165	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.9269908169872414	74.92449073155632
166	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	4.71238898038469	74.92449073155632
167	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	5.497787143782138	74.92449073155632
168	7.5	0.9	150	0.8	0.8	2.018628723723829	0	1.5707963267948966	6.283185307179586	74.92449073155632
169	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	0.7853981633974483	72.27255524170678
170	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	1.5707963267948966	72.27255524170678
171	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	2.356194490192345	72.27255524170678
172	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	3.141592653589793	72.27255524170678
173	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	3.9269908169872414	72.27255524170678
174	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	4.71238898038469	72.27255524170678
175	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	5.497787143782138	72.27255524170678
176	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.018628723723829	6.283185307179586	72.27255524170678
177	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	0.7853981633974483	70.82293608760445
178	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	1.5707963267948966	70.82293608760445
179	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	2.356194490192345	70.82293608760445
180	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.141592653589793	70.82293608760445
181	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.9269908169872414	70.82293608760445
182	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	4.71238898038469	70.82293608760445
183	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	5.497787143782138	70.82293608760445
184	7.5	0.9	150	0.8	0.8	2.018628723723829	0	2.6179938779914944	6.283185307179586	70.82293608760445
185	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	0.7853981633974483	70.8115798088809
186	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	1.5707963267948966	70.8115798088809
187	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	2.356194490192345	70.8115798088809
188	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	3.141592653589793	70.8115798088809
189	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	3.9269908169872414	70.8115798088809
190	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	4.71238898038469	70.8115798088809
191	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	5.497787143782138	70.8115798088809
192	7.5	0.9	150	0.8	0.8	2.018628723723829	0	3.141592653589793	6.283185307179586	70.8115798088809
193	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	0.7853981633974483	79.23809216994805
194	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	1.5707963267948966	79.23809216994805
195	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	2.356194490192345	79.23809216994805
196	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.141592653589793	79.23809216994805
197	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.9269908169872414	79.23809216994805
198	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	4.71238898038469	79.23809216994805
199	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	5.497787143782138	79.23809216994805
200	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	0.5235987755982988	6.283185307179586	79.23809216994805
201	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	0.7853981633974483	75.8537388389931
202	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	1.5707963267948966	75.8537388389931
203	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	2.356194490192345	75.8537388389931
204	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.141592653589793	75.8537388389931
205	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.9269908169872414	75.8537388389931
206	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	4.71238898038469	75.8537388389931
207	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	5.497787143782138	75.8537388389931
208	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.1229639298659642	6.283185307179586	75.8537388389931
209	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	0.7853981633974483	72.78418732142642
210	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	1.5707963267948966	72.78418732142642
211	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	2.356194490192345	72.78418732142642
212	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.141592653589793	72.78418732142642
213	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.9269908169872414	72.78418732142642
214	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	4.71238898038469	72.78418732142642
215	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	5.497787143782138	72.78418732142642
216	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	1.5707963267948966	6.283185307179586	72.78418732142642
217	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	0.7853981633974483	70.35518257726001
218	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	1.5707963267948966	70.35518257726001
219	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	2.356194490192345	70.35518257726001
220	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.141592653589793	70.35518257726001
221	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.9269908169872414	70.35518257726001
222	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	4.71238898038469	70.35518257726001
223	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	5.497787143782138	70.35518257726001
224	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.018628723723829	6.283185307179586	70.35518257726001
225	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	0.7853981633974483	69.0888043546398
226	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	1.5707963267948966	69.0888043546398
227	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	2.356194490192345	69.0888043546398
228	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.141592653589793	69.0888043546398
229	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.9269908169872414	69.0888043546398
230	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	4.71238898038469	69.0888043546398
231	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	5.497787143782138	69.0888043546398
232	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	2.6179938779914944	6.283185307179586	69.0888043546398
233	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	0.7853981633974483	69.03728755592316
234	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	1.5707963267948966	69.03728755592316
235	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	2.356194490192345	69.03728755592316
236	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.141592653589793	69.03728755592316
237	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.9269908169872414	69.03728755592316
238	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	4.71238898038469	69.03728755592316
239	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	5.497787143782138	69.03728755592316
240	7.5	0.9	150	0.8	0.8	2.6179938779914944	0	3.141592653589793	6.283185307179586	69.03728755592316
241	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	0.7853981633974483	78.46442127706962
242	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	1.5707963267948966	78.46442127706962
243	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	2.356194490192345	78.46442127706962
244	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.141592653589793	78.46442127706962
245	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.9269908169872414	78.46442127706962
246	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	4.71238898038469	78.46442127706962
247	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	5.497787143782138	78.46442127706962
248	7.5	0.9	150	0.8	0.8	3.141592653589793	0	0.5235987755982988	6.283185307179586	78.46442127706962
249	7.5	0.9	150	0.8	0.8	3.141592653589793	0	1.1229639298659642	0.7853981633974483	75.31700990503533
