Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
19	32.131730565881774	3.847017980822968	53.6431199648884	0.4803275854767164	0.6685381646463913	1.8451433220342808	0	1.5399806471271869	2.965188983102907	196.52711759938245
20	21.095957485986148	3.8704831700581117	90.03582600953996	0.5661763581911621	0.7664052465014934	2.394694231558301	0	1.7804345945471187	3.0662931814049905	110.96932012644156
21	10.259089745858747	2.0964061866816905	185.1414203604353	0.26111540984584947	0.6388998568960047	1.2281717314420755	0	1.3110985546875593	4.803548419837101	62.82955575171435
22	9.367216480138424	1.9262222180490292	201.6126094917097	0.7804182398551698	0.4490453124791727	0.526387227413324	0	2.759985505316681	0.8810483248196617	62.212809497554616
23	9.766417929729325	3.319122063401287	194.48087588245926	0.4878306250576523	0.42719767183924406	0.8369240086375553	0	2.900870237632552	5.2971535580143065	59.57611776415223
24	26.881040657031004	3.8954821673844684	70.65923970747485	0.6008042580178827	0.25057614212126966	2.410509231090412	0	2.318494703599734	4.226139937302179	140.16261039927332
25	31.919086803417162	1.2925741209161563	55.025305803094255	0.53666269423817	0.7825149460022036	1.1716156317909714	0	1.4846708598591287	2.7901454340646357	215.77937415805127
26	23.84732352685022	3.0391167233684904	79.64805754202058	0.36222449142185253	0.7995087737890989	0.6896113877581913	0	1.8797361393936587	1.3463042822860976	145.69004615528027
27	9.668505455843171	3.5418311035051344	196.45035366993994	0.45233305714839767	0.5567692268350997	1.5207518335797738	0	1.9209731096000817	0.916714505385249	55.31856978440803
28	10.084766481791071	2.751578761956883	188.34170633047074	0.4848873061375345	0.4577926990136312	2.3296506359366913	0	1.2754429627827153	5.926322359018146	56.300588272250785
29	5.8474480807759655	1.9111282044465856	224.49112696608313	0.377502006021992	0.7982673483597238	1.1515436327399307	0	0.5837938022457907	3.8211265634184404	54.60429004623462
30	34.03695905012937	1.6678483394156176	41.25912243328153	0.2912169978614385	0.21867050332167737	1.192710255299984	0	2.628378948672797	3.865688931416921	279.00581780380566
31	11.121970289220927	1.9862629945081656	170.777644080916	0.36510563167277654	0.19551475660332396	0.7128813073932332	0	1.0595381873543113	0.021227535407208897	70.25356224184878
32	17.051610624011087	2.9042494587346717	111.39064010509838	0.6362720710990413	0.7824705294384067	1.724882196465205	0	1.7596063790153926	5.820904849980538	97.33370042218922
33	12.27557956038091	3.353414686035947	154.72878319712055	0.4536356418778096	0.6875510190846261	1.8998599236991625	0	1.8269253821170415	5.995236418057843	68.48843607655851
34	15.778876989314137	3.824509041238315	120.37541867142698	0.7459764230078962	0.11080091971213302	2.03713304684081	0	2.1528881211594473	4.6881239415587	84.05631586106038
35	9.498316176649578	2.3600089099467656	199.97028198921123	0.3001360521412332	0.11536255452214683	1.1726856597615563	0	1.6693860526344075	4.979956569443992	57.47666049080923
36	29.571859548361495	1.498764046999455	64.22979708832798	0.7287213994368467	0.32584706058990043	2.64246532342943	0	0.7255045484825318	5.603239718612148	171.21202819321599
37	23.379598607311888	1.7840157588091432	81.24146479379652	0.22091638731127194	0.31059502413187856	1.177533161243972	0	1.4531550454279185	0.6658931424879881	142.97036285613322
38	21.21275377597682	1.7431788280184426	89.54009589443075	0.28530491239043987	0.6984436900678996	3.0145542421886655	0	1.7308758311978736	5.672254771673257	123.02924002851
39	18.06988677948391	1.7953507129022137	105.11357780582449	0.7453250175368369	0.18827507299797475	1.1977389657771937	0	1.6950469323156692	5.666948896408492	112.9579531119558
40	11.547909329532793	2.6137033976193864	164.4786479725114	0.5795656768175439	0.24864646844298	2.0684855253361913	0	1.7542043259840439	5.410942084390214	64.91465182943607
41	11.224555094208577	3.283961178094075	169.21686638509794	0.3440018102741872	0.749116215500617	0.682612003548667	0	1.9172774914158652	0.6021346153236733	68.07083803937881
42	6.67113597581076	2.3446842826235104	219.13715029438032	0.10960694069696619	0.6321611295537903	2.1901372546816757	0	0.8017513951512582	3.104436362372276	52.09215932628264
43	25.569985982313508	3.8302715392921556	74.28214995480627	0.5494420409540879	0.6297889665744341	2.814160303603981	0	1.201711459988613	4.906612797875299	134.12198845308924
44	12.169138597097346	1.8351152220170115	156.0821530566879	0.7933489065551278	0.6517982847695445	1.8944857271075448	0	1.973711388414119	0.5378869797541244	69.85967219325403
45	12.963823849295917	3.5662803021205596	146.51435656177972	0.20215615868026438	0.12257572880849898	1.5265116366314577	0	0.8873487544443978	3.3396056901210223	74.5868397060965
46	11.433571957764014	2.6881599470724993	166.12344383430707	0.7502269501780885	0.4786980241139367	1.5152481107796287	0	1.508634074781654	4.712558265269379	67.70725917838179
47	11.043778041835738	1.7761660599002531	171.98677440119388	0.659444813593413	0.46543003541525896	1.5046092802678777	0	0.07332025239871097	2.9003299152874096	69.50544954850642
48	14.62098061232288	3.2872363749027143	129.90838445242252	0.7615155819666939	0.6144960350863458	1.3912596241393405	0	0.7051152824901039	3.4515219215221506	88.3949024288116
49	7.186194860768548	1.6610771911710969	215.78926419426858	0.6186019926549167	0.5657445986613698	0.5920595769496428	0	2.044876108046774	4.702882004427728	56.19200817890316
50	12.508198559491987	3.9628116907926483	151.85126516300903	0.2223031434656647	0.3407471028611637	1.9153530836158699	0	2.5437494047423566	6.1867694220213405	69.26714535549121
51	29.3007975203152	3.9759987166627795	64.82398568093654	0.5129193637189746	0.17128579162718283	1.1618223931669238	0	0.5648259643890469	3.9962442593733574	174.40881703097295
52	7.990055170024345	3.3567681275584462	210.56416695900867	0.7451418327906376	0.13209310790312823	2.9642326244949793	0	1.2687763478323684	2.0203956376020162	46.431536054185614
53	18.12363979879822	2.171138448999419	104.80182249258792	0.5482258561703022	0.26291695672855653	2.0962003895230317	0	2.5101019821433006	6.262320126984886	103.08321171842059
54	32.760642990470686	1.5817962329893964	49.55518511712563	0.20063540793306256	0.3464972206687219	1.9102573069433897	0	2.0198810234126428	6.1745483826652094	227.29389395113176
55	8.40555902582992	1.9248976263386486	207.86338919549468	0.7495736931002581	0.7586595800555802	2.901850673166062	0	1.5039003201417032	5.32795960238615	50.25212234557708
56	29.832864755772324	1.7474491299822192	63.66785791640069	0.7871879759143579	0.10723584991581037	2.4335288942560536	0	0.3461130347274473	4.856211197409557	168.45916842060328
57	27.98581153784274	3.9435750271218586	67.86989799232086	0.22292958104810978	0.3260882732641155	2.137085007979273	0	1.793473287530569	3.8002412834319212	154.11470014551213
58	21.521943769548347	3.9083644594823648	88.25374493397203	0.18302348158733872	0.7793402337087771	2.194510755695534	0	2.4492144911869955	5.4817528796796005	117.84448092964308
59	11.251367280742326	1.8469137282198589	168.81362349481827	0.7370048474234485	0.7964824713819372	1.7583630476464163	0	1.1899881194734703	1.4632056207816975	67.84820627044117
60	20.957040948786467	3.474898498787673	90.63263762634031	0.1922311205113958	0.47592664858114375	1.8020639781428887	0	1.3727838379635366	5.293101758115933	119.50289297035802
61	12.74222595641575	1.1824012219611801	149.06234291857487	0.6104213135807821	0.7965547945881772	0.5515964383365018	0	2.1123124891497715	3.0725668986748698	80.97066272972017
62	6.569237356560411	2.8458018721443636	219.79949198184926	0.29959985417838375	0.30892440405275534	1.9153774338848515	0	0.16892423458418296	3.4685175871572778	50.18475696003307
63	8.901152030450358	1.3973457501643272	204.64203144410408	0.19160517789110731	0.4777790161538398	0.8274863708300118	0	1.1135499362996988	1.371927521254623	58.455396350568535
64	32.868314897291725	2.797287926484973	48.855317022920815	0.5489364988618834	0.2992091533145922	1.7002153516128662	0	1.780185250034682	2.701102601358091	225.02500111860894
65	15.988696890905803	1.1143268999420082	118.79574018329379	0.512668671661098	0.13972102318681967	2.056302315843294	0	2.2053070610105023	0.23053830607563963	94.38600269031227
66	29.250412859614563	2.8994391536493946	64.9356464418768	0.47448263981477945	0.2076798077412806	1.7363123483659848	0	1.8038204843499002	2.85948166360555	168.34436685269128
67	22.37030358807257	3.83789501047288	84.90687053622148	0.5706775740262682	0.16240485429797524	1.3658179235131334	0	0.4483985998935441	4.479795987633693	131.28072865992556
68	23.781282259865904	2.972106681151713	79.86924143181454	0.14785388115892917	0.6030493616740962	0.20254296157317825	0	2.3805756476616913	1.836085246628917	140.26788076143936
69	8.352209839478444	3.765006233546128	208.2101592535493	0.4469602371068706	0.27151189595219627	1.9622793496875075	0	1.9178763615570757	6.047360622511766	50.0730496704103
70	34.931153207408116	3.0209058948039766	35.44685459870183	0.1585135554575151	0.7944671441283897	0.9352816018614836	0	1.8149833853558937	5.15635500326861	314.2725317722453
71	34.3100060839178	1.7347435808541918	39.48431493884925	0.29930641202309105	0.4033241119648754	0.9274436741156853	0	1.688581003456976	3.4060135569489525	295.4684797936113
72	16.78768434815053	2.6703609941060034	113.14184897215182	0.6961170304705251	0.3067833834282001	1.4242660806571494	0	1.2475007060759975	3.835708581777288	100.91079548026309
73	11.49590765877285	1.1978457543803294	165.22265969838912	0.17664239777792712	0.5989051086618178	1.6889146862822448	0	2.849796657706092	2.938083777225099	66.91710986073207
74	32.08791653932633	1.4932818833107109	53.92791142229024	0.4519894822114836	0.38195308901293323	0.8333320905246611	0	1.0123512254203928	2.2910108393391493	226.65601161942632
75	11.601009101427069	3.0870361342243866	163.72580799725898	0.6500543024530008	0.6917351785744394	1.0600859844992454	0	2.2621475072252815	3.3547899486986577	70.80837759315705
76	10.031532119729414	3.3467723574840536	189.34116987403388	0.47396696234002045	0.5471783635882788	0.7557819259192786	0	1.6412383116918219	1.1463495305376874	62.42093705746716
77	8.737317126382596	3.7746368121696836	205.7069593854725	0.43377112820997743	0.5956011051346344	1.2425198640495154	0	1.9397629369157572	6.078436508128881	53.912103718809625
78	10.760216742346165	2.5588055765455673	176.51905671332116	0.3172171707985416	0.2460712688000799	1.3004542021238967	0	1.1896676460829791	5.1308064201499	64.77534316272492
79	23.91742203472199	1.0727670316381888	79.41462157066556	0.10736903245653928	0.7074318929336838	0.6602643419195638	0	1.3184014887281832	1.9989982855697175	149.33416811234125
80	11.30635262729545	2.516351586247888	167.99265197556895	0.687750057461471	0.3783518671382038	1.835060116766989	0	1.6715517530240198	1.4273460465724597	64.6548807634236
81	19.3053623557899	2.4791710504159976	98.38671181712738	0.18776123821593593	0.134175120166385	2.4674373697057526	0	2.2568209945272066	5.211863110031908	111.1885255886229
82	17.93750790210056	3.37503909229555	105.88931209010735	0.12827753540794218	0.5161315287194179	2.396826949460597	0	1.3079342630612858	4.588227906446814	101.67979346442515
83	19.017360996934052	2.803799603543549	99.87668498974278	0.22583245416904474	0.7360449836440497	1.8743084151840719	0	2.357210817516353	4.415868008652415	108.35265416978916
84	9.2114930664229	3.6143955269416876	202.6248126930638	0.459832129508432	0.3130863590636378	1.9040475089475057	0	1.9894306800353705	2.532062145080676	51.85455735877494
85	17.01792232255407	1.4698705756119415	111.61114524912898	0.5932975670042087	0.21033686494448167	1.796894347923249	0	1.0695723249786344	1.9713031417499831	102.9053111716393
86	12.61565593061193	2.947516888665273	150.55783987439355	0.30628565905123495	0.7488715314170282	1.7748115900642696	0	1.4731989226775852	4.911590264399001	72.86172263440855
87	11.256551792861629	1.9146895314146093	168.73587246431492	0.2818155409977351	0.798958482800117	2.3637157936500213	0	0.6675813129411254	4.70877969586294	68.58704473510424
88	18.097370343052056	3.738167099857743	104.95394799885474	0.7521867538592624	0.7461954758493383	1.94763726146672	0	0.9718493042932375	1.8068155985576286	99.13895310117542
89	10.06799808948761	3.424473837054615	188.65538897348654	0.5578751134404618	0.48388116242795776	1.4584538591604177	0	1.9230984303703802	0.8477663398057205	58.350856840645775
90	13.050416510483135	2.4351499340542375	145.54220591727255	0.7598009129426881	0.6098686143553742	1.4502098601656688	0	0.8786917095506074	2.2960548647519783	80.01587579184758
91	10.851208020687535	3.83438046747443	175.03889463596266	0.5564470821501	0.48777234743687026	1.0648904219381137	0	0.24851462640987917	4.4142909033819	66.82358574787963
92	13.339691148782505	2.2520849888871757	142.38610935590668	0.30226797953968	0.49539004899044836	0.06632856496546317	0	1.4006813832321703	5.8742591071089905	84.09445929829228
93	34.32947621654892	1.6374011392775083	39.35775895019094	0.12782905127086885	0.21420494647989718	0.5108507909477832	0	2.152362135716734	2.246290819561356	294.32235714383046
94	10.121715383337378	2.172629720498307	187.65417954790132	0.6442402564759877	0.6045873452805954	2.7083857247373935	0	2.5819701746700896	5.762786745940478	54.99129681646508
95	30.944776745161665	3.2424089969244374	61.358327514776704	0.7528159397952092	0.3484183365261697	0.3764429764778802	0	1.6627653587227438	4.109617084532303	213.15377595230945
96	10.329088756872503	3.4991035476706642	183.88675103180196	0.5641250237416975	0.21357748197539816	0.9306624671291971	0	0.8961670533520577	1.9012019004637395	64.44877188617144
97	32.83933924174758	2.090231535812787	49.04365897229965	0.7718765038052844	0.150695804828324	1.2892046532182317	0	2.596563643865658	2.451039911939663	237.64737644078502
98	20.32372304767785	1.9731372934542981	93.45687358326626	0.6466115480342403	0.4560881924737974	1.2207706702935313	0	1.4184471983137468	2.76568860009216	126.71390486365405
99	11.436781616754581	1.3008737550649467	166.07682276897526	0.3636517066080579	0.498280977513909	1.1923914647773024	0	1.5861608447840088	0.18137409657635217	70.5274328142449
100	18.53686669483648	3.6260219389645014	102.46557554772892	0.568648507877136	0.27539267793886557	1.6806473133507005	0	1.0642441274115926	2.926703538413447	104.79646416552356
101	8.23871202146422	2.782920315444354	208.94789580837835	0.1585049276235163	0.326181584953962	0.1755325286658951	0	1.3566150487548085	3.256667052808952	55.071903213348605
102	34.98460071878461	3.83213985724864	35.099445427345415	0.5921515903999066	0.5533051720201245	2.6140815460525064	0	1.00831287744957	4.3246731338141995	283.7413136548871
103	8.398539369182934	1.816945378777243	207.9090170093279	0.23705082190039317	0.7754875050157957	1.5622243483162237	0	1.002703826714434	2.823156817685671	56.78276647607509
104	10.496358999590177	3.3735582017209396	180.95635503074533	0.5411525693867991	0.2959139920043302	1.7591767045789717	0	1.5798417178105852	1.2992477886521856	59.23286405128016
105	13.949874943760818	1.1878010751626036	136.1580195629682	0.7655314705507996	0.45440495923309254	0.6831515810937459	0	1.578976932757678	3.1656553808493015	92.46853504447375
106	18.486772773925626	1.5307623127834677	102.74322674922428	0.380256747165561	0.49292957465294474	0.2738276636544892	0	1.2277783222774492	2.0009488765907584	119.33209562499985
107	18.79129297355965	1.201058855091853	101.07824172311473	0.1654920820403527	0.3114983429882152	1.5169731399736097	0	0.3612272240374765	4.236575693976931	118.2695771313922
108	32.17090704468957	2.5304085602382393	53.388472597990386	0.1866361989931209	0.20075462386130127	2.665615962963303	0	2.143172847970908	2.9982578605206065	203.35606835061833
109	12.391145534429773	1.1308499913044323	153.2857174057208	0.4622416755940115	0.7351718463427734	2.322820408618894	0	1.90094837801473	1.46605373634309	71.47954763756742
110	18.746122701900763	3.4603394734963997	101.32179647598622	0.19821328977439745	0.16732332864682864	1.3853588696958226	0	1.9357404148990778	2.7266307036926367	108.35284751250094
111	10.887217163814652	3.8763602996264277	174.45996407713704	0.1176889530963634	0.4050055870568483	1.7375510338441706	0	1.3133551031227007	3.993802656490656	61.67176844141028
112	12.850439136487429	2.6335377292138507	147.8071029644508	0.2689347164451783	0.10424899038284485	1.089084621841079	0	1.882737912137723	2.1359223165664165	77.28410890223554
113	22.147872466382378	3.405157606764302	85.75958653454782	0.49071971260944336	0.4649777049467936	1.4609460747848513	0	0.45876141085538447	2.972526749245171	130.9433527306732
114	10.953637027148012	1.2184311752327197	173.4020961602401	0.3545382086017389	0.3261896473578767	1.4718731094724011	0	1.1697413909059045	2.3999666698273803	67.77380722898859
115	9.134415466572314	1.321088232867262	203.1258175930975	0.7388022713390374	0.25853907575264856	0.6932257789584513	0	1.2087735902714833	5.0302553922621325	62.18455540308394
116	6.7233665807434555	2.3121729992769176	218.7976510228185	0.21660181465425854	0.45922718198082824	0.7792258124678921	0	0.484602604027111	5.021258778103505	54.20794874251116
117	10.51112891248674	2.2990671938897194	180.7020831825974	0.4674488338892826	0.6739716211977202	1.0453497993316312	0	1.5858523331337826	0.3482241318006505	64.99223906764182
118	30.199548422643204	1.4542614514736036	62.89480376438297	0.7501550721703449	0.12241459106946495	0.1297651777144131	0	1.7186500753500848	4.760590423242613	206.62824918569842
119	10.585405395666358	2.8327940350013865	179.43413094599197	0.6019982835215596	0.7302724343854545	1.6424840581157052	0	1.0464011122659873	2.5082580685012434	62.34985699690166
120	34.151766249561554	1.4957740173992917	40.51287489072476	0.3658396817209678	0.48925253996120865	1.8881359474869588	0	1.8702344845220056	5.860279824299022	276.91093051306035
121	31.069083986169236	2.7269702366274444	60.55032964022959	0.5706373159656066	0.1973608110533831	0.3511145980743625	0	2.0809713700155386	2.3402070733987053	205.5782264968304
122	6.79116716503631	2.2045747968207667	218.35694678421072	0.19425334230693714	0.2326305735277826	1.585655405502525	0	1.8664200857037057	4.712582992065959	51.60354575525997
123	19.59322962587426	1.2487827505626994	96.9412038465999	0.5498847418354855	0.5923744399364932	1.524065227528905	0	2.1197455870655912	4.988348460023962	115.54926705440718
124	27.975391657084415	2.1432610584788128	67.8951771278166	0.4437470927509606	0.4441074815491133	2.090401900254279	0	1.8905967723783723	4.684987034885378	160.3586107167221
125	25.3262097637857	2.3359490410843176	74.9971464066775	0.7893996448564189	0.5777462004114848	1.284817969497733	0	0.6161626910923195	0.9713616662461257	160.9768185712406
126	15.923691693161862	3.20677320244309	119.2806963250568	0.38331017822129	0.10346998761195736	2.45437043997371	0	1.975824605164014	2.888575672823352	87.29045498724287
127	33.27623590725745	1.7629872472904697	46.203827806654346	0.4278344143444406	0.6829079935098821	1.0761629803645882	0	2.512577525645663	5.720404399096651	246.18873113053556
128	9.908959296887895	3.536081646538592	191.6832773310823	0.21055772846323706	0.2763552700979284	1.8922447499581598	0	1.4419015683276242	4.508113631379217	56.118790027539895
129	11.817423966113916	3.603235213211084	160.7274896790501	0.22683100597152062	0.5745936662928182	1.256879072037644	0	1.3755478643041408	4.883280202455595	68.8232650728479
130	7.261226851437026	1.309471817246016	215.30155576721506	0.3334536368324712	0.398276797322888	1.6679844848024479	0	0.8404592357644093	3.8554520501755665	55.00891614810345
131	30.888999658092523	3.02117000681754	61.49097844610969	0.5315628291055678	0.15005670411108607	0.20113956861068544	0	1.1035295698735292	5.719504600921756	202.61306229734538
132	17.223833942506044	3.2519747763259126	110.27683731462008	0.3510044247841706	0.5917793260268855	0.6798394487380373	0	1.4969853788139487	2.489971747722006	105.8094876700765
133	18.48509865009736	2.442372110963202	102.75253175521044	0.2847955955167506	0.4888716783371454	2.0358852798565605	0	1.5787113553268965	3.0081754261725067	107.21236284729892
134	9.964932085195601	2.6649045240104865	190.60660769144118	0.5896009124189325	0.5660420140595963	1.6335757026447648	0	2.778812655337097	2.3575270566485056	57.09350311880268
135	8.278857322858446	3.8383560361449094	208.68695108837113	0.4570359533842716	0.2118671254426283	1.7219348042044602	0	1.0320756646146776	2.4368251110015233	51.15186933344819
136	13.729097894469353	2.095098709819487	138.34755503529112	0.7097285789670655	0.40281587177046907	2.849272777512736	0	1.6787331281912115	0.7880065220205452	75.01796010113922
137	25.995049013983248	1.9093122709446035	73.06751579972789	0.4031290757400465	0.7615140833003018	3.0473106679412445	0	1.4183990803952706	2.909765250103179	149.3077148630755
138	7.443978602043163	1.581787961814407	214.11366820038762	0.6043214560734809	0.7480071527234147	1.3482951798067773	0	2.2011955487077675	1.1615645389231553	52.81159863741691
139	31.741827066205307	2.4525516069288464	56.17749524716075	0.4793960757266571	0.5886899204402012	0.9454431510844058	0	0.8289999944184986	3.3478244031752364	214.8494451705969
140	19.079619023615564	2.4922807627907435	99.55078263702697	0.45542270065752977	0.699030664285698	0.6176463700732747	0	2.3581159359589514	3.790533097109849	117.62488720355744
141	27.948024861494076	1.6323775696772866	67.9616600651598	0.29077992590736024	0.11071788096405977	1.2371408988711174	0	0.582641837068869	0.8288670605755373	172.6530951307584
142	32.268317100012936	2.0056291463650586	52.7553066052225	0.5857598995634514	0.7159130004519436	0.8509425893552484	0	1.5251376479736114	5.07118616845659	230.2517614070364
143	10.443537357446578	2.652708131535727	181.87159284510972	0.6204383415819275	0.552593466648315	2.408229894560602	0	1.4248354746555962	5.810660059110187	57.30249748289646
144	32.971058449866895	1.1351879791542623	48.18748326334841	0.18422721710092327	0.5228560872221033	1.726457322683858	0	1.9135922777293763	1.0605005877067173	234.74431704285402
145	10.411413389629207	3.736673790751677	182.4327444257503	0.6187038073985003	0.4878327815473904	2.0074464709021664	0	1.2558820099656078	3.7551239195638857	56.7560167510944
146	15.195531362277812	3.2384007844465845	124.99651485430502	0.14781073854434357	0.6571830051580094	2.3979973728641713	0	1.130584156580967	0.02236136050772508	86.72415293081718
147	11.091903840160262	3.764952756847034	171.24056109847675	0.2240319244043043	0.15173321779316729	1.0784542858887898	0	2.0771494471464895	5.428892791133068	64.49931289281382
148	12.328188155968984	1.527129716726118	154.06850791169	0.32176255351837124	0.5003727440374037	1.3729957651689937	0	1.8963006851167852	1.846176536070164	74.30835332207856
149	11.186506900494882	3.9765484329877614	169.79241142472563	0.1940041265971153	0.6161462818637677	0.5881295169863174	0	2.144248703528738	0.8347381675902765	65.09804741008212
150	16.125889127895885	3.666392520739281	117.78508259129251	0.14536061911935838	0.20240793784502886	1.669476249325045	0	1.2370874860781385	1.4733331044057003	91.81339914556958
151	17.74208459841994	1.8813430039641421	107.0556419227346	0.24709172508851351	0.6109095879167334	1.4179674512150668	0	1.6043704138843684	3.7983175507838673	107.32148074233797
152	15.553185546312342	1.1044363048634418	122.12216869803734	0.3994401029326502	0.7275285757534151	2.6688937310795944	0	1.3247455712841882	4.0427939630618415	93.83928117885249
153	11.656465035841215	1.1891274080112328	162.94688490608405	0.22049155751569283	0.6872249736085485	1.640710406926738	0	2.586452553485548	1.0938955178199334	67.91850311511924
154	7.557124435015009	3.9035284270209782	213.37821955062196	0.28060776207238713	0.7449653271162089	1.8118991173194954	0	2.5422115656172743	1.245671561327267	49.095555201349434
155	9.935367408205611	1.668576013733452	191.17379014567592	0.5263890212299669	0.385596049804545	0.22102957878534296	0	1.1369609843882449	1.298308049798817	65.80624406144088
156	16.23302728310454	1.114389051278553	117.00770456425857	0.681019940997867	0.5591716319438842	0.7515821607575146	0	2.2663655761551134	1.4271896557340868	102.67719891681188
157	30.328101094539512	1.4379892412289133	62.62821046901732	0.29317252473399946	0.3435151486273993	0.8942622873945204	0	2.127290440821208	1.8823941325843272	185.35976438632494
158	16.773198923628	3.193174169377854	113.23955829701919	0.3288105305112805	0.38072151738080473	0.6264300488263486	0	2.0224998670818324	3.1763809910549163	102.0283523198876
159	16.684300230483366	3.642315866662017	113.84292722882458	0.1694476758853607	0.3656912657726833	2.382118431555928	0	0.8232350514513557	2.098357120333752	93.58399922135854
160	18.33128960548361	3.050772057632784	103.61467418309189	0.6035750010299687	0.42575425054969407	1.5844168138901429	0	1.12419001953305	1.2140561833598866	107.18812669974555
161	12.198358406895265	1.848849698456168	155.70827869707307	0.2142644451300587	0.6746313884243889	2.5476393777704076	0	1.789167604700597	2.0775432241483465	71.06668422729487
162	21.197470912320135	1.120827063914132	89.60465183260976	0.5070962334047644	0.44612132549287664	2.1833964441705462	0	1.5186576510525813	2.8864606284109833	126.11973401184592
163	10.202655791028123	2.5075190261024654	186.16548314973448	0.4823165935288032	0.3843889671155828	1.5370574200622873	0	1.122137791308526	2.845338075584502	60.933386696845005
164	32.00238783842259	1.141753494542638	54.48384853410167	0.15859464317504535	0.6992685045624663	2.1513381687275	0	2.2893107626077582	0.7588002237662987	202.99548038999407
165	26.88793218341898	3.074086108260844	70.64112941916233	0.37606176427391913	0.11937317263737557	2.452952525325642	0	1.3040272614003718	1.4467801685027863	149.05984886001235
166	19.816823862650313	3.4281275097339083	95.8474168069734	0.3845918548929922	0.161057839352302	0.12011758997614626	0	0.2488326262980183	0.2830287968220677	125.18283322747781
167	8.919159642878476	3.1023465997469284	204.52498184627171	0.617727637098509	0.4506874200085864	1.8434715326921363	0	1.3340201994328196	1.6746965294180587	52.45846714020757
168	7.783342257316324	3.1052730808053317	211.9078022352461	0.11741329918859711	0.6376856618675824	1.1466222501997756	0	1.8930633416571994	0.2603843159809758	52.16430833153768
169	9.541391533271694	3.13664386350138	199.0675100084917	0.5716141081251898	0.5373287360107004	2.3014406589923158	0	1.7783279883330598	3.628004304212423	51.699096848635556
170	30.81231893582971	3.4336777121480884	61.64400676400044	0.38322085487343394	0.1887298507296794	2.2526902936650774	0	1.4523872805162847	1.747859089928772	169.27857931744822
171	6.490735799022612	2.1550449057300174	220.30975261610558	0.3006489134226118	0.28235542300372896	2.6234816022356378	0	0.5675439464134499	4.401492301451549	50.18524273089086
172	12.259931524966728	3.9920581846121443	154.92627057503887	0.21679694540529115	0.33771393768629665	1.4480824491530961	0	1.0107484984407784	0.09179867868463365	70.09208018277029
